
9.43072,47.02704
9.43139,48.60892
9.43448,48.61047
9.44354,47.39700
9.44715,47.40160
9.45325,47.39162
9.45569,47.41480
9.45705,47.41662
9.46102,47.43817
9.48151,48.17101
9.48173,48.17301
9.49552,47.46923
9.50861,47.18912
9.51499,48.37760
9.52600,47.95838
9.53092,46.67238
9.54977,48.61780
9.55181,48.61742
9.55820,46.66532
9.57229,48.60249
9.57343,48.60111
9.57559,48.59924
9.57725,48.59826
9.58050,48.59648
9.61027,46.67018
9.64547,47.19041
9.64717,46.67539
9.64824,46.67226
9.64914,46.67234
9.65055,46.67395
9.65122,46.67256
9.65226,46.67432
9.65305,48.27783
9.65823,47.70318
9.65835,48.27612
9.70755,47.64036
9.72766,47.64433
9.73965,47.54410
9.75135,47.90480
9.76371,48.36940
9.77475,48.16900
9.77656,48.17010
9.78734,47.72730
9.78951,47.73735
9.79754,47.68507
9.79775,46.97324
9.79779,47.68169
9.79786,47.68507
9.80080,46.97187
9.80181,46.97218
9.80241,47.69156
9.80313,48.16800
9.80658,47.63580
9.81364,47.69875
9.81619,47.69931
9.84384,48.22068
9.84513,48.22350
9.85366,47.88733
9.86984,46.84369
9.88587,46.86244
9.89000,46.86237
9.90538,48.52894
9.92113,47.46348
9.93161,47.06779
9.93287,47.06681
9.93408,47.06504
9.93448,47.06424
9.93490,47.06378
9.93615,47.06251
9.94381,48.47069
9.94429,48.47018
9.94857,47.69276
9.97229,47.72746
9.98037,48.51726
10.00245,47.52448
10.01601,48.63870
10.03382,48.08304
10.04470,47.55988
10.10198,47.12561
10.10272,47.12756
10.10279,47.12477
10.10524,47.12235
10.10584,47.12077
10.10586,47.11779
10.10608,47.11967
10.10613,47.11888
10.11013,47.39243
10.11035,47.12803
10.11071,48.21883
10.11544,47.46786
10.11749,48.16407
10.11888,47.49219
10.12112,47.71604
10.12209,47.47119
10.12230,47.46992
10.12433,47.13225
10.13136,48.11801
10.14295,47.68636
10.14988,47.68723
10.15168,47.68601
10.15242,47.68679
10.15255,47.68275
10.15391,47.68545
10.15795,47.31984
10.15917,47.32048
10.15935,47.43844
10.16375,47.32201
10.16382,47.49680
10.16483,47.32299
10.16543,47.43629
10.16558,47.32383
10.16568,47.32424
10.16592,47.49837
10.16617,47.32536
10.16732,47.32596
10.16799,47.49719
10.16804,47.40445
10.16935,47.43552
10.16957,47.49804
10.17237,47.50059
10.17306,47.50095
10.17486,47.50182
10.17562,47.73591
10.17883,47.50357
10.19260,47.73488
10.19445,47.39199
10.19728,47.39269
10.20071,48.54538
10.20093,48.54728
10.20813,47.66126
10.21462,48.55389
10.21884,47.81544
